code,title,tower,floor,main_category,sub_category,trade_type,slab_works,cost_plan_total,start_date_plan,end_date_plan,start_date_actual,end_date_actual,start_date_sprint,end_date_sprint,progress
1.1.4.3.4.3.2,Pipe connection & sprinkler installation,Tower 2,,MEP,Common area-MEP,CA-Fire-fighting & FAPA,,234153600.0,2027-06-24,2027-07-08,,,,,0
1.1.4.3.4.3.3,Shaft Downtake works,Tower 2,,MEP,Tower MEP,Plumbing,,109234500.0,2027-05-30,2027-06-23,,,,,0
1.1.4.3.4.3.4,Connection to pump room,Tower 2,,MEP,Common area-MEP,CA-PHE,,234876400.0,2027-06-24,2027-07-03,,,,,0
1.1.4.3.4.3.5,Installation of FF pumps,Tower 2,,MEP,Common area-MEP,CA-Fire-fighting & FAPA,,190234500.0,2027-06-24,2027-07-08,,,,,0
1.1.4.3.4.3.6,T&C of complete system,Tower 2,,Finishing,Miscellaneous,Misc,,190923400.0,2027-09-17,2028-01-12,,,,,0
1.1.4.3.4.4,Lift work,,,,,,,,2027-04-20,2027-07-15,,,,,
1.1.4.3.4.4.1,Lift Shaft/Pit Handover,Tower 2,,MEP,Common area-MEP,Lift,,100.0,2027-04-20,2027-05-01,,,,,0
1.1.4.3.4.4.2,Lift installation work,Tower 2,,MEP,Common area-MEP,Lift,,2103024900.0,2027-05-02,2027-06-25,,,,,0
1.1.4.3.4.4.3,Lift testing and commissioning,Tower 2,,MEP,Common area-MEP,Lift,,118794100.0,2027-06-26,2027-07-15,,,,,0
1.1.4.3.5,External Paint Works ,,,,,,,,2027-04-10,2027-06-28,,,,,
1.1.4.3.5.1,Surface prepration,Tower 2,,Finishing,Tower Finishing,Ext Paint,,159175700.0,2027-04-10,2027-05-09,,,,,0
1.1.4.3.5.2,"External Painting (Primer, texture & first coat)",Tower 2,,Finishing,Tower Finishing,Ext Paint,,795878400.0,2027-05-10,2027-06-28,,,,,0
1.1.4.3.5.3,Final coat of painting,Tower 2,,Finishing,Tower Finishing,Ext Paint,,106117100.0,2027-04-20,2027-05-29,,,,,0
1.1.4.3.5.4,Misc. work,Tower 2,,Finishing,Miscellaneous,Misc,,9694305100.0,2027-05-10,2027-05-29,,,,,0
1.1.4.3.6,OC Application/Readiness,Tower 2,,Finishing,Miscellaneous,Misc,,100.0,2028-01-13,2028-01-13,,,,,0
1.1.4.3.7,OC Receipt,Tower 2,,Finishing,Miscellaneous,Misc,,100.0,2028-01-14,2028-03-13,,,,,0
1.1.4.3.8,Post OC Activities,,,,,,,,2028-01-24,2028-06-11,,,,,
1.1.4.3.8.1,CP & Sanitaryware installation,Tower 2,,MEP,Tower MEP,CP Sanitary,,139740000.0,2028-02-13,2028-06-11,,,,,0
1.1.4.3.8.2,Electrical Fixtures And Fittings installations,Tower 2,,MEP,Tower MEP,Electrical,,354209200.0,2028-02-13,2028-06-11,,,,,0
1.1.4.3.8.3,Final Coat Paint Internal,Tower 2,,Finishing,Tower Finishing,Paint,,132450200.0,2028-02-13,2028-03-23,,,,,0
1.1.4.3.8.4,VRV Highwall (HVAC) installation,Tower 2,,MEP,Common area-MEP,CA-HVAC,,6050985700.0,2028-01-24,2028-03-23,,,,,0
1.1.4.3.8.5,Wooden Flooring,Tower 2,,Finishing,Tower Finishing,Flooring,,439047600.0,2028-02-13,2028-05-22,,,,,0
1.1.4.3.9,Offer to possession,Tower 2,,Finishing,Miscellaneous,Misc,,100.0,2028-07-12,2028-10-09,,,,,0
1.1.5,Tower-3 (2B+S+P+23),,,,,,,,2025-01-18,2028-10-16,,,,,
1.1.5.1,Soldier Piling & Excavation work,,,,,,,,2025-01-18,2025-06-08,,,,,
1.1.5.1.1,Till 2.5 Mtr,,,,,,,,2025-01-18,2025-03-30,,,,,
1.1.5.1.1.1,H beam pile driving - 12m,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,752400000.0,2025-01-18,2025-03-02,2025-01-18,2025-03-02,,,100
1.1.5.1.1.2,Excavation from NGL to 2.5m,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,76607600.0,2025-01-18,2025-03-11,2025-01-18,2025-03-11,,,100
1.1.5.1.1.3,Plank installation & anchoring till 2.5m,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,376200000.0,2025-02-20,2025-03-30,2025-02-20,2025-03-30,,,100
1.1.5.1.2,2.5 mtrs till 5 mtrs,,,,,,,,2025-01-26,2025-03-31,,,,,
1.1.5.1.2.1,Excavation from 2.5m till 5m,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,76607600.0,2025-01-26,2025-03-31,2025-01-26,2025-03-31,,,100
1.1.5.1.2.2,Plank installation & anchoring till  2.5m till 5m,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,376200000.0,2025-02-16,2025-03-31,2025-02-16,2025-03-31,,,100
1.1.5.1.3,12 mts till NTA fotting bottom,,,,,,,,2025-03-16,2025-06-08,,,,,
1.1.5.1.3.1,Excavation from 5m to fotting PCC bottom,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,76607600.0,2025-03-28,2025-06-02,2025-03-28,2025-06-02,,,100
1.1.5.1.3.2,Plank installation & anchoring from 12m to footing PCC bottom,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,376200000.0,2025-03-16,2025-06-08,2025-03-16,2025-06-08,,,100
1.1.5.2,Sub-Structure works,,,,,,,,2025-04-28,2027-06-16,,,,,
1.1.5.2.1,Soil bed preparation,,,,,,,,2025-04-28,2025-06-16,,,,,
1.1.5.2.1.1,Excavation completion,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,68914100.0,2025-05-12,2025-06-02,2025-05-12,2025-06-02,,,100
1.1.5.2.1.2,Surface dressing,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,7657100.0,2025-05-14,2025-05-28,2025-05-14,2025-05-28,,,100
1.1.5.2.1.3,ATT,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,21171600.0,2025-05-21,2025-05-30,2025-05-21,2025-05-30,,,100
1.1.5.2.1.4,PCC,Tower 3,,Civil Works- RCC,RCC,Concreting,,85109700.0,2025-04-28,2025-06-16,2025-04-28,2025-06-16,,,100
1.1.5.2.2,RCC Works,,,,,,,,2025-06-11,2026-01-22,,,,,
1.1.5.2.2.1,Raft,,,,,,,,2025-06-11,2025-09-22,,,,,
1.1.5.2.2.1.1,Reinforcement Work,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,3924787300.0,2025-06-11,2025-09-21,2025-06-11,2025-09-21,,,100
1.1.5.2.2.1.2,Shuttering work,Tower 3,,Civil Works- RCC,RCC,Shuttering- Conventional,,314108900.0,2025-08-20,2025-09-21,2025-08-20,2025-09-21,,,100
1.1.5.2.2.1.3,Concreteing work,Tower 3,,Civil Works- RCC,RCC,Concreting,,2765796100.0,2025-08-24,2025-09-22,2025-08-24,2025-09-22,,,100
1.1.5.2.2.2,Basement-2 Roof Slab,,,,,,,,2025-08-16,2025-12-26,,,,,
1.1.5.2.2.2.1,B2 Roof Slab,,,,,,,,2025-08-16,2025-12-26,,,,,
1.1.5.2.2.2.1.1,Shuttering Work,Tower 3,Basement 2,Civil Works- RCC,RCC,Shuttering- Conventional,,500048400.0,2025-09-08,2025-12-21,2025-09-08,,,,80
1.1.5.2.2.2.1.2,Reinforcement Work,Tower 3,Basement 2,Civil Works- RCC,RCC,Reinforcement,,716018300.0,2025-08-16,2025-12-18,2025-08-16,,,,92
1.1.5.2.2.2.1.3,Concreteing work,Tower 3,Basement 2,Civil Works- RCC,RCC,Concreting,,686708700.0,2025-08-17,2025-12-26,2025-08-17,,,,82
1.1.5.2.2.3,Basement-1 Roof Slab,,,,,,,,2025-09-25,2026-01-22,,,,,
1.1.5.2.2.3.1,B1 Roof Slab,,,,,,,,2025-09-25,2026-01-22,,,,,
1.1.5.2.2.3.1.1,Shuttering Work,Tower 3,Basement 1,Civil Works- RCC,RCC,Shuttering- Conventional,,526561400.0,2025-10-19,2026-01-09,2025-10-19,,,,48
1.1.5.2.2.3.1.2,Reinforcement Work,Tower 3,Basement 1,Civil Works- RCC,RCC,Reinforcement,,776780900.0,2025-10-05,2026-01-16,2025-10-05,,,,69
1.1.5.2.2.3.1.3,Concreteing work,Tower 3,Basement 1,Civil Works- RCC,RCC,Concreting,,744984000.0,2025-09-25,2026-01-22,2025-09-25,,,,86
1.1.5.2.3,Sub structure finishing works,,,,,,,,2026-09-30,2027-06-16,,,,,
1.1.5.2.3.1,Basement-2,,,,,,,,2026-09-30,2027-05-17,,,,,
1.1.5.2.3.1.1,Masonary,Tower 3,Basement 2,Finishing,Common area finishes,CA-Blockwork,,229418500.0,2026-09-30,2026-10-29,,,,,0
1.1.5.2.3.1.2,Structural Steel,Tower 3,Basement 2,Civil Works- RCC,RCC,Reinforcement,,92067400.0,2026-09-30,2026-10-29,,,,,0
1.1.5.2.3.1.3,Plaster,Tower 3,Basement 2,Finishing,Common area finishes,CA-Int Plaster,,115927000.0,2026-10-30,2027-01-12,,,,,0
1.1.5.2.3.1.4,White Wash,Tower 3,Basement 2,Finishing,Common area finishes,CA-Paint,,10938800.0,2027-01-13,2027-02-11,,,,,0
1.1.5.2.3.1.5,VDF,Tower 3,Basement 2,Finishing,Common area finishes,CA-Flooring,,94770200.0,2026-10-15,2027-01-27,,,,,0
1.1.5.2.3.1.6,Drain & Sump (incl. gratings),Tower 3,Basement 2,MEP,Common area-MEP,CA-PHE,,170573000.0,2026-12-29,2027-02-26,,,,,0
1.1.5.2.3.1.7,Car parking marking,Tower 3,Basement 2,Infra,Ext Infra,Ext Infra,,656208500.0,2027-04-18,2027-05-17,,,,,0
1.1.5.2.3.1.8,Signages,Tower 3,Basement 2,MEP,BRM-Security,BRM-Security,,437472400.0,2027-04-18,2027-05-17,,,,,0
1.1.5.2.3.2,Basement-1,,,,,,,,2026-10-30,2027-06-16,,,,,
1.1.5.2.3.2.1,Masonary,Tower 3,Basement 1,Finishing,Common area finishes,CA-Blockwork,,229418500.0,2026-10-30,2027-01-12,,,,,0
1.1.5.2.3.2.2,Structural Steel,Tower 3,Basement 1,Civil Works- RCC,RCC,Reinforcement,,92067400.0,2026-10-30,2027-01-12,,,,,0
1.1.5.2.3.2.3,Plaster,Tower 3,Basement 1,Finishing,Common area finishes,CA-Int Plaster,,0.0,2027-01-13,2027-02-11,,,,,0
1.1.5.2.3.2.4,Plaster,Tower 3,Basement 1,Finishing,Common area finishes,CA-Int Plaster,,115927000.0,2027-02-19,2027-02-24,,,,,0
1.1.5.2.3.2.5,White Wash,Tower 3,Basement 1,Finishing,Common area finishes,CA-Paint,,10938800.0,2027-02-12,2027-03-13,,,,,0
1.1.5.2.3.2.6,VDF,Tower 3,Basement 1,Finishing,Common area finishes,CA-Flooring,,94770200.0,2026-12-29,2027-02-26,,,,,0
1.1.5.2.3.2.7,Drain & Sump (incl. gratings),Tower 3,Basement 1,MEP,Common area-MEP,CA-PHE,,170573000.0,2027-01-28,2027-03-28,,,,,0
1.1.5.2.3.2.8,Car parking marking,Tower 3,Basement 1,Infra,Ext Infra,Ext Infra,,656208500.0,2027-05-18,2027-06-16,,,,,0
1.1.5.2.3.2.9,Signages,Tower 3,Basement 1,MEP,BRM-Security,BRM-Security,,437472400.0,2027-05-18,2027-06-16,,,,,0
1.1.5.3,Super structure works,,,,,,,,2026-01-23,2028-10-16,,,,,
1.1.5.3.1,RCC Works,,,,,,,,2026-01-23,2027-05-26,,,,,
1.1.5.3.1.1,Stilt/GF Slab,,,,,,,,2026-01-23,2026-02-05,,,,,
1.1.5.3.1.1.1,Stilt/GF Slab,,,,,,,,2026-01-23,2026-02-05,,,,,
1.1.5.3.1.1.1.1,Shuttering Work,Tower 3,Ground Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,538123800.0,2026-01-23,2026-02-01,,,,,0
1.1.5.3.1.1.1.2,Reinforcement Work,Tower 3,Ground Floor,Civil Works- RCC,RCC,Reinforcement,,721414700.0,2026-01-28,2026-02-04,,,,,0
1.1.5.3.1.1.1.3,Concreteing work,Tower 3,Ground Floor,Civil Works- RCC,RCC,Concreting,,691884200.0,2026-02-05,2026-02-05,,,,,0
1.1.5.3.1.2,Podium-1 Slab,,,,,,,,2026-02-02,2026-02-21,,,,,
1.1.5.3.1.2.1,Podium-1 Slab,,,,,,,,2026-02-02,2026-02-21,,,,,
1.1.5.3.1.2.1.1,Shuttering Work,Tower 3,,Civil Works- RCC,RCC,Shuttering- Conventional,,430499000.0,2026-02-06,2026-02-21,,,,,0
1.1.5.3.1.2.1.2,Reinforcement Work,Tower 3,,Civil Works- RCC,RCC,Reinforcement,,577131700.0,2026-02-02,2026-02-11,,,,,0
1.1.5.3.1.2.1.3,Conduiting work,Tower 3,,MEP,Tower MEP,Electrical,,5659600.0,2026-02-11,2026-02-11,,,,,0
1.1.5.3.1.2.1.4,Concreteing work,Tower 3,,Civil Works- RCC,RCC,Concreting,,553507400.0,2026-02-21,2026-02-21,,,,,0
1.1.5.3.1.3,1st Floor Slab,,,,,,,,2026-02-22,2026-03-30,,,,,
1.1.5.3.1.3.1,1st Floor Slab,,,,,,,,2026-02-22,2026-03-30,,,,,
1.1.5.3.1.3.1.1,Shuttering Work,Tower 3,1st Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,456758200.0,2026-02-22,2026-03-18,,,,,0
1.1.5.3.1.3.1.2,Reinforcement Work,Tower 3,1st Floor,Civil Works- RCC,RCC,Reinforcement,,520811000.0,2026-03-14,2026-03-29,,,,,0
1.1.5.3.1.3.1.3,Conduiting work,Tower 3,1st Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-03-29,2026-03-29,,,,,0
1.1.5.3.1.3.1.4,Concreteing work,Tower 3,1st Floor,Civil Works- RCC,RCC,Concreting,,499492100.0,2026-03-30,2026-03-30,,,,,0
1.1.5.3.1.4,1st Floor Slab,Tower 3,1st Floor,Civil Works- RCC,RCC,Concreting,,100.0,2026-04-24,2026-04-29,,,,,0
1.1.5.3.1.5,2nd Floor Slab,,,,,,,,2026-03-31,2026-04-26,,,,,
1.1.5.3.1.5.1,2nd Floor Slab,,,,,,,,2026-03-31,2026-04-26,,,,,
1.1.5.3.1.5.1.1,Shuttering Work,Tower 3,2nd Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,420571500.0,2026-03-31,2026-04-15,,,,,0
1.1.5.3.1.5.1.2,Reinforcement Work,Tower 3,2nd Floor,Civil Works- RCC,RCC,Reinforcement,,424011900.0,2026-04-13,2026-04-25,,,,,0
1.1.5.3.1.5.1.3,Conduiting work,Tower 3,2nd Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-04-25,2026-04-25,,,,,0
1.1.5.3.1.5.1.4,Concreteing work,Tower 3,2nd Floor,Civil Works- RCC,RCC,Concreting,,406655300.0,2026-04-26,2026-04-26,,,,,0
1.1.5.3.1.6,3rd Floor Slab,,,,,,,,2026-04-27,2026-05-16,,,,,
1.1.5.3.1.6.1,3rd Floor Slab,,,,,,,,2026-04-27,2026-05-16,,,,,
1.1.5.3.1.6.1.1,Shuttering Work,Tower 3,3rd Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-04-27,2026-05-08,,,,,0
1.1.5.3.1.6.1.2,Reinforcement Work,Tower 3,3rd Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-05-06,2026-05-15,,,,,0
1.1.5.3.1.6.1.3,Conduiting work,Tower 3,3rd Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-05-15,2026-05-15,,,,,0
1.1.5.3.1.6.1.4,Concreteing work,Tower 3,3rd Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-05-16,2026-05-16,,,,,0
1.1.5.3.1.7,4th Floor Slab,,,,,,,,2026-05-17,2026-06-05,,,,,
1.1.5.3.1.7.1,4th Floor Slab,,,,,,,,2026-05-17,2026-06-05,,,,,
1.1.5.3.1.7.1.1,Shuttering Work,Tower 3,4th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-05-17,2026-05-28,,,,,0
1.1.5.3.1.7.1.2,Reinforcement Work,Tower 3,4th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-05-26,2026-06-04,,,,,0
1.1.5.3.1.7.1.3,Conduiting work,Tower 3,4th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-06-04,2026-06-04,,,,,0
1.1.5.3.1.7.1.4,Concreteing work,Tower 3,4th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-06-05,2026-06-05,,,,,0
1.1.5.3.1.8,5th Floor Slab  (1st MIVAN Setup),,,,,,,,2026-06-06,2026-07-05,,,,,
1.1.5.3.1.8.1,5th Floor Slab,,,,,,,,2026-06-06,2026-07-05,,,,,
1.1.5.3.1.8.1.1,Shuttering Work,Tower 3,5th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-06-06,2026-06-22,,,,,0
1.1.5.3.1.8.1.2,Reinforcement Work,Tower 3,5th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-06-20,2026-07-04,,,,,0
1.1.5.3.1.8.1.3,Conduiting work,Tower 3,5th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-07-04,2026-07-04,,,,,0
1.1.5.3.1.8.1.4,Concreteing work,Tower 3,5th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-07-05,2026-07-05,,,,,0
1.1.5.3.1.9,6th Floor Slab,,,,,,,,2026-07-06,2026-07-23,,,,,
1.1.5.3.1.9.1,6th Floor Slab,,,,,,,,2026-07-06,2026-07-23,,,,,
1.1.5.3.1.9.1.1,Shuttering Work,Tower 3,6th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-07-06,2026-07-17,,,,,0
1.1.5.3.1.9.1.2,Reinforcement Work,Tower 3,6th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-07-15,2026-07-22,,,,,0
1.1.5.3.1.9.1.3,Conduiting work,Tower 3,6th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-07-22,2026-07-22,,,,,0
1.1.5.3.1.9.1.4,Concreteing work,Tower 3,6th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-07-23,2026-07-23,,,,,0
1.1.5.3.1.10,7th Floor Slab,,,,,,,,2026-07-24,2026-08-04,,,,,
1.1.5.3.1.10.1,7th Floor Slab,,,,,,,,2026-07-24,2026-08-04,,,,,
1.1.5.3.1.10.1.1,Shuttering Work,Tower 3,7th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-07-24,2026-08-01,,,,,0
1.1.5.3.1.10.1.2,Reinforcement Work,Tower 3,7th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-07-30,2026-08-03,,,,,0
1.1.5.3.1.10.1.3,Conduiting work,Tower 3,7th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-08-03,2026-08-03,,,,,0
1.1.5.3.1.10.1.4,Concreteing work,Tower 3,7th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-08-04,2026-08-04,,,,,0
1.1.5.3.1.11,8th Floor Slab,,,,,,,,2026-08-05,2026-08-16,,,,,
1.1.5.3.1.11.1,8th Floor Slab,,,,,,,,2026-08-05,2026-08-16,,,,,
1.1.5.3.1.11.1.1,Shuttering Work,Tower 3,8th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-08-05,2026-08-13,,,,,0
1.1.5.3.1.11.1.2,Reinforcement Work,Tower 3,8th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-08-11,2026-08-15,,,,,0
1.1.5.3.1.11.1.3,Conduiting work,Tower 3,8th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-08-15,2026-08-15,,,,,0
1.1.5.3.1.11.1.4,Concreteing work,Tower 3,8th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-08-16,2026-08-16,,,,,0
1.1.5.3.1.12,9th Floor Slab,,,,,,,,2026-08-17,2026-08-28,,,,,
1.1.5.3.1.12.1,9th Floor Slab,,,,,,,,2026-08-17,2026-08-28,,,,,
1.1.5.3.1.12.1.1,Shuttering Work,Tower 3,9th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-08-17,2026-08-25,,,,,0
1.1.5.3.1.12.1.2,Reinforcement Work,Tower 3,9th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-08-23,2026-08-27,,,,,0
1.1.5.3.1.12.1.3,Conduiting work,Tower 3,9th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-08-27,2026-08-27,,,,,0
1.1.5.3.1.12.1.4,Concreteing work,Tower 3,9th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-08-28,2026-08-28,,,,,0
1.1.5.3.1.13,10th Floor Slab,,,,,,,,2026-08-29,2026-09-09,,,,,
1.1.5.3.1.13.1,10th Floor Slab,,,,,,,,2026-08-29,2026-09-09,,,,,
1.1.5.3.1.13.1.1,Shuttering Work,Tower 3,10th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-08-29,2026-09-06,,,,,0
1.1.5.3.1.13.1.2,Reinforcement Work,Tower 3,10th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-09-04,2026-09-08,,,,,0
1.1.5.3.1.13.1.3,Conduiting work,Tower 3,10th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-09-08,2026-09-08,,,,,0
1.1.5.3.1.13.1.4,Concreteing work,Tower 3,10th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-09-09,2026-09-09,,,,,0
1.1.5.3.1.14,11th Floor Slab,,,,,,,,2026-09-10,2026-09-21,,,,,
1.1.5.3.1.14.1,11th Floor Slab,,,,,,,,2026-09-10,2026-09-21,,,,,
1.1.5.3.1.14.1.1,Shuttering Work,Tower 3,11th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-09-10,2026-09-18,,,,,0
1.1.5.3.1.14.1.2,Reinforcement Work,Tower 3,11th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-09-16,2026-09-20,,,,,0
1.1.5.3.1.14.1.3,Conduiting work,Tower 3,11th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-09-20,2026-09-20,,,,,0
1.1.5.3.1.14.1.4,Concreteing work,Tower 3,11th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-09-21,2026-09-21,,,,,0
1.1.5.3.1.15,12th Floor Slab,,,,,,,,2026-09-22,2026-10-03,,,,,
1.1.5.3.1.15.1,12th Floor Slab,,,,,,,,2026-09-22,2026-10-03,,,,,
1.1.5.3.1.15.1.1,Shuttering Work,Tower 3,12th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-09-22,2026-09-30,,,,,0
1.1.5.3.1.15.1.2,Reinforcement Work,Tower 3,12th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-09-28,2026-10-02,,,,,0
1.1.5.3.1.15.1.3,Conduiting work,Tower 3,12th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-10-02,2026-10-02,,,,,0
1.1.5.3.1.15.1.4,Concreteing work,Tower 3,12th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-10-03,2026-10-03,,,,,0
1.1.5.3.1.16,13th Floor Slab,,,,,,,,2026-10-04,2026-10-15,,,,,
1.1.5.3.1.16.1,13th Floor Slab,,,,,,,,2026-10-04,2026-10-15,,,,,
1.1.5.3.1.16.1.1,Shuttering Work,Tower 3,13th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-10-04,2026-10-12,,,,,0
1.1.5.3.1.16.1.2,Reinforcement Work,Tower 3,13th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-10-10,2026-10-14,,,,,0
1.1.5.3.1.16.1.3,Conduiting work,Tower 3,13th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-10-14,2026-10-14,,,,,0
1.1.5.3.1.16.1.4,Concreteing work,Tower 3,13th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-10-15,2026-10-15,,,,,0
1.1.5.3.1.17,14th Floor Slab,,,,,,,,2026-10-16,2026-10-27,,,,,
1.1.5.3.1.17.1,14th Floor Slab,,,,,,,,2026-10-16,2026-10-27,,,,,
1.1.5.3.1.17.1.1,Shuttering Work,Tower 3,14th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-10-16,2026-10-24,,,,,0
1.1.5.3.1.17.1.2,Reinforcement Work,Tower 3,14th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-10-22,2026-10-26,,,,,0
1.1.5.3.1.17.1.3,Conduiting work,Tower 3,14th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-10-26,2026-10-26,,,,,0
1.1.5.3.1.17.1.4,Concreteing work,Tower 3,14th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-10-27,2026-10-27,,,,,0
1.1.5.3.1.18,15th Floor Slab,,,,,,,,2026-10-28,2026-12-23,,,,,
1.1.5.3.1.18.1,15th Floor Slab,,,,,,,,2026-10-28,2026-12-23,,,,,
1.1.5.3.1.18.1.1,Shuttering Work,Tower 3,15th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-10-28,2026-12-20,,,,,0
1.1.5.3.1.18.1.2,Reinforcement Work,Tower 3,15th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-12-18,2026-12-22,,,,,0
1.1.5.3.1.18.1.3,Conduiting work,Tower 3,15th Floor,MEP,Tower MEP,Electrical,,5659600.0,2026-12-22,2026-12-22,,,,,0
1.1.5.3.1.18.1.4,Concreteing work,Tower 3,15th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2026-12-23,2026-12-23,,,,,0
1.1.5.3.1.19,16th Floor Slab,,,,,,,,2026-12-24,2027-01-04,,,,,
1.1.5.3.1.19.1,16th Floor Slab,,,,,,,,2026-12-24,2027-01-04,,,,,
1.1.5.3.1.19.1.1,Shuttering Work,Tower 3,16th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2026-12-24,2027-01-01,,,,,0
1.1.5.3.1.19.1.2,Reinforcement Work,Tower 3,16th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2026-12-30,2027-01-03,,,,,0
1.1.5.3.1.19.1.3,Conduiting work,Tower 3,16th Floor,MEP,Tower MEP,Electrical,,5659600.0,2027-01-03,2027-01-03,,,,,0
1.1.5.3.1.19.1.4,Concreteing work,Tower 3,16th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2027-01-04,2027-01-04,,,,,0
1.1.5.3.1.20,17th Floor Slab,,,,,,,,2027-01-05,2027-01-19,,,,,
1.1.5.3.1.20.1,17th Floor Slab,,,,,,,,2027-01-05,2027-01-19,,,,,
1.1.5.3.1.20.1.1,Shuttering Work,Tower 3,17th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,323992600.0,2027-01-05,2027-01-14,,,,,0
1.1.5.3.1.20.1.2,Reinforcement Work,Tower 3,17th Floor,Civil Works- RCC,RCC,Reinforcement,,639058000.0,2027-01-12,2027-01-18,,,,,0
1.1.5.3.1.20.1.3,Conduiting work,Tower 3,17th Floor,MEP,Tower MEP,Electrical,,5659600.0,2027-01-18,2027-01-18,,,,,0
1.1.5.3.1.20.1.4,Concreteing work,Tower 3,17th Floor,Civil Works- RCC,RCC,Concreting,,453881300.0,2027-01-19,2027-01-19,,,,,0
1.1.5.3.1.21,18th Floor Slab,,,,,,,,2027-01-20,2027-01-31,,,,,
1.1.5.3.1.21.1,18th Floor Slab,,,,,,,,2027-01-20,2027-01-31,,,,,
